measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,1990,993.399506788414,1042.607479875881,946.0695274047245
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1990,7.48031695341514,7.850853915447049,7.123921319262675
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1990,105.47222156829538,108.15570154362572,102.98505848761096
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1990,0.7942078103726319,0.8144144650130273,0.775479425637974
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1990,22266.806989441287,22919.764691179116,21183.267287496717
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1990,167.66947505342046,172.5862588174505,159.51040073662548
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,1991,1769.5384020476317,1862.986723615354,1655.3962250642658
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1991,2.2017284559854313,2.3180004897099575,2.059708323050423
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1991,1989.5600164147004,2037.3680663025,1944.6974487350003
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1991,2.4754879000999312,2.5349725339125344,2.4196681497318875
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1991,440460.81115263916,456838.4483150496,410308.6629629427
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1991,548.0384605041683,568.4161532067154,510.52198581137554
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,1990,16587.290678984125,17067.234924657616,15995.37479079465
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,1990,124.90261051001053,128.51659969872287,120.44547274905678
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,1991,203710.27238499903,209040.52896817282,195081.2054663969
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,1991,253.4642384520132,260.09635086240047,242.72761800834016
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,1992,1612.4387368257687,1704.1336961687114,1507.9445135404578
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1992,1.9948541229755494,2.1082959942998745,1.8655774395350466
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1992,2147.0430672546017,2193.1875935049998,2098.4455612174997
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1992,2.6562483380611726,2.7133367696034343,2.596125163722607
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1992,426722.2651233276,443450.69713987136,396749.25043122337
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1992,527.9262092291925,548.6220538631488,490.8446193548036
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,1991,16572.57148617823,17036.140765100907,15972.170058898299
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,1991,122.86736963370964,126.3042254042055,118.41605414801494
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,1992,16714.860280072953,17159.402015553344,16106.069483201683
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,1992,122.08596776599207,125.33291731143339,117.63933690233681
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,1990,202621.0088536256,207867.0303141614,193910.07346122153
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,1990,253.46221976163397,260.02456120799957,242.56555591986069
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,1992,203503.32533725578,208937.445470331,194080.90952200012
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,1992,251.76736226731043,258.49027006196644,240.1102712981035
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,1991,873.1924410034628,912.8654346157551,834.5165265748033
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1991,6.4737604842804615,6.767892048274787,6.187021164556239
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1991,103.01136790603212,105.56204975600049,100.56667009169401
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1991,0.763715867965358,0.7826263653458884,0.7455911255107817
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1991,21594.318959328335,22229.689810328433,20540.54543445733
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1991,160.0980977379922,164.80867299599723,152.28552735333406
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,1993,206179.60846500823,211618.67031659474,196586.54755331192
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,1993,253.80050150215806,260.4958126239086,241.99175044061715
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,1992,803.2116868213232,842.2684025965101,762.3026748078041
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1992,5.866688351768158,6.151960071859027,5.567887390328156
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1992,144.50021352227208,147.8047512359975,141.48710010038823
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1992,1.0554349910594698,1.0795714587319132,1.0334270973687316
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1992,21227.96938608666,21888.17782178899,20098.951054322064
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1992,155.04988631564694,159.87207354601776,146.80349398275118
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,1993,775.752713700221,812.2407244027509,738.7635964095401
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1993,5.585024629661475,5.847719731930546,5.318721815053836
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1993,200.49753398144773,205.10593368345795,196.0431749719708
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1993,1.4434801782794688,1.476658310156423,1.4114110609719435
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,1993,1488.5121890841215,1583.0560701000902,1388.8265666397278
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1993,1.8323108812467344,1.9486913739368497,1.7096010693632944
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1993,2436.3719427971223,2492.287325875,2379.72067968875
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1993,2.9990959122062804,3.067925959816243,2.9293600198225467
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1993,21330.714553053647,22004.80295128526,20214.927147762348
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1993,153.57028605009893,158.4233793621867,145.537184740928
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1993,421117.77134498156,438053.37144559994,390371.1175631824
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1993,518.3825032676143,539.2296851532386,480.53435617183436
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,1990,1949.6596831152285,2057.1418960371066,1821.8772177443077
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1990,2.438863935472438,2.5733153451569715,2.2790185793429343
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1990,1679.9509973538989,1717.0237836850001,1640.0420232425
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1990,2.1014805487800805,2.1478555558407604,2.051557704037002
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,1993,17215.854675051665,17654.859176318532,16569.837901212817
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,1993,123.94538966188222,127.10599858893666,119.29439775512523
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1990,451910.1558956972,468442.49529875984,421440.6413206042
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1990,565.3024426943559,585.9830397689676,527.1875855877003
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,1994,209315.4026760325,214703.3315204237,199313.70541722374
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,1994,256.69316448736504,263.3006309586215,244.42762030482842
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,1994,752.0882025510513,788.4396234685873,716.9957110526034
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1994,5.340206057612525,5.598319504317569,5.091031645567413
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1994,287.05458540375264,293.99445490863917,280.8855705184928
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1994,2.0382325246413147,2.087509102898126,1.9944294034807553
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1994,21261.095667120724,21949.87925698585,20108.854113958685
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1994,150.96451651271673,155.8552278501707,142.78301958036576
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,1994,1398.1214683679186,1490.58735266501,1304.8466417235688
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1994,1.7145810555019207,1.827976248325259,1.6001938192438907
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1994,2507.229051999294,2566.3387521709997,2452.7661274347506
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1994,3.0747310098744474,3.1472199705289983,3.007940605179064
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1994,414616.56679457065,431743.442182292,383361.354774732
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1994,508.46348247056983,529.4669623141406,470.1337696184608
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,1995,1341.9755450605096,1424.8490740038467,1252.4715059523387
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1995,1.641163029066138,1.7425128429958088,1.5317044621965064
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1995,2271.230844882062,2320.7440295105002,2221.5456815062503
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1995,2.777591668354147,2.8381435974579388,2.7168294186055433
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,1996,1273.4369168951218,1350.488303909554,1181.6473767880204
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1996,1.554180039861539,1.648218249491474,1.4421544897853333
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1996,1796.6382714214892,1841.0636736815,1754.00280163225
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1996,2.1927268663631754,2.246946335375957,2.140691940048868
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1996,401329.6803184457,418189.4470238612,368842.8743942662
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1996,489.8072062146069,510.3838932437271,450.15832792598263
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1995,409254.2350313056,426499.7966157209,376139.6796533537
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1995,500.49564799769814,521.5860308977452,459.99834965996445
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,1995,747.8851912206563,786.0365901244538,713.7738732580863
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1995,5.240875009897601,5.508224484729693,5.00183677787575
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1995,325.9907360382601,333.14169070666645,318.5671452949885
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1995,2.2844103908148825,2.334521370492647,2.232388888494959
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1995,21582.387344436083,22287.647556439835,20310.037235787247
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1995,151.24058587491515,156.1827623800188,142.32447419556163
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,1995,18346.697229947382,18803.072841585563,17651.837377329677
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,1995,128.56618656889503,131.76428109762543,123.69689154913203
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,1994,17675.06992338976,18113.34175258062,17025.567799973785
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,1994,125.5019227179062,128.61387404115158,120.89012963016296
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,1996,18836.014423054698,19318.728347001215,18056.34229561179
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,1996,130.34543712877593,133.68582305181613,124.95009701137393
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,1996,216937.4946660384,222842.20904330807,206306.08039485186
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,1996,264.76374261992186,271.970215986982,251.7885165709834
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,1995,213267.01549648648,218788.23463220242,202917.77627183023
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,1995,260.8139488386335,267.5660992442515,248.1573927210622
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,1996,729.6726959779314,767.4936595350152,694.2390046119592
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1996,5.0493434747939485,5.311064978969778,4.804141921723846
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1996,390.50091456612,398.2774887201669,382.4307661063035
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1996,2.7022708342168045,2.756084817085325,2.646425313765221
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1996,21841.785789207748,22578.25748846065,20611.613182291007
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1996,151.14540966175733,156.24180231765763,142.63260102872977
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,1,Number,1997,219699.90634167398,225826.8089620501,208507.7000288572
1,Deaths,81,Germany,3,Both,22,All Ages,410,Neoplasms,3,Rate,1997,267.76792347586496,275.2353276241653,254.12698073082984
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,1997,18969.750318097213,19464.568102506226,18168.078377081332
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,1997,129.68567258702865,133.06846762138838,124.20508569888112
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1999,22245.479467210618,23033.782446330246,20786.934009115128
1,Deaths,98,Chile,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1999,148.62539984073217,153.89217081053724,138.8806378896649
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,1999,645.2365600252148,678.2681129957455,609.9366694879321
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1999,4.310922669343164,4.5316114512973495,4.075078782356112
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1999,525.186288825792,535.1022698628576,514.6805389106382
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1999,3.5088487205976655,3.5750988838553006,3.438658222610517
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,2000,818.8329294660665,867.989784269931,760.5734730634189
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,2000,0.994735256113096,1.0544520246911742,0.9239604579824351
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,2000,702.5048155564496,720.7539625700001,683.8156750425001
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,2000,0.8534174463145917,0.8755868892804566,0.8307134901024262
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,2000,357679.1454658923,374449.49601023266,326534.14224679046
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,2000,434.516057632575,454.8890279217744,396.6804606030337
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,1,Number,1997,1163.311391085662,1231.143495003249,1083.1198646482262
1,Deaths,81,Germany,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1997,1.4178316264841337,1.5005046777086735,1.3200950417396793
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1997,1018.7457605959592,1044.883265715,994.5660137275003
1,Deaths,81,Germany,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1997,1.2416365641976481,1.2734926791460122,1.2121665443102916
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,1,Number,1997,389043.3959454202,405907.2785431512,356465.6678458859
1,Deaths,81,Germany,3,Both,22,All Ages,491,Cardiovascular diseases,3,Rate,1997,474.16197853218523,494.7155003799038,434.45658789261324
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,1,Number,2000,20025.39324758253,20590.579202771187,19149.87564286948
1,Deaths,98,Chile,3,Both,22,All Ages,410,Neoplasms,3,Rate,2000,132.33100114514482,136.0658403245115,126.54544079586886
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,1997,687.6075287051875,722.9494640587362,652.3095395773139
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1997,4.700791699454552,4.942404929992422,4.459478904912876
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1997,446.13588877220883,455.5913370230373,436.77513763240313
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1997,3.0499838864742137,3.1146255473004367,2.9859896173283875
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,1,Number,1998,659.2261335875842,692.737928514508,624.4429477743806
1,Deaths,98,Chile,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1998,4.454273790639509,4.68070703139702,4.21924998768508
1,Deaths,98,Chile,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1998,435.9009203958154,444.3884395610657,427.52139221407026
